Date,Shift,Milk Type,Kgs,Ltrs,Fat,SNF,Center Code
3-28-2021,AM,CM,39.61,,4.1,8.2,502
3-31-2021,AM,CM,63.79,,4,8.2,502
3-29-2021,AM,CM,91.36,,4,8.3,502
3-30-2021,AM,CM,86.7,,4.1,8.2,502
3-28-2021,AM,CM,111.17,,4.1,8.2,502
3-31-2021,AM,CM,34.17,,3.9,8,502
3-28-2021,AM,CM,30.58,,3.9,8.1,502
3-29-2021,AM,CM,26.12,,3.8,8,503
3-30-2021,AM,CM,14.27,,4,8,503
3-31-2021,PM,CM,306.8,,4.1,8.2,503
3-28-2021,PM,CM,268.64,,4.1,8.3,503
3-29-2021,PM,CM,297.96,,4.1,8.3,503
3-30-2021,PM,CM,293.2,,4.1,8.3,503
3-28-2021,PM,CM,25.47,,4.1,8.2,503
3-29-2021,PM,CM,27.86,,3.9,8.1,504
3-30-2021,PM,CM,27.28,,3.9,8.1,504
3-31-2021,PM,CM,29.71,,4,8.1,504
3-31-2021,PM,CM,207.09,,4.2,8.3,504
3-28-2021,PM,CM,240.19,,4.2,8.3,504
3-29-2021,PM,CM,207.86,,4.2,8.3,504
3-30-2021,PM,CM,174.47,,4,8.3,504
3-30-2021,PM,CM,19.13,,3.7,7.8,505
3-31-2021,PM,CM,19.51,,3.7,7.7,505
3-28-2021,PM,CM,18.45,,3.6,7.8,505
3-29-2021,PM,CM,18.54,,3.6,7.8,505
3-30-2021,PM,CM,9.22,,3.7,8,505
3-31-2021,PM,CM,9.81,,3.8,7.9,505
3-28-2021,PM,CM,9.03,,3.9,8,505
3-29-2021,PM,CM,10.29,,3.9,8,506
3-30-2021,PM,CM,4.56,,3.7,8.1,701
3-31-2021,PM,CM,6.12,,3.9,8,701
3-28-2021,PM,CM,3.98,,4,8.1,701
3-29-2021,PM,CM,4.47,,4,8.1,701
3-30-2021,PM,CM,6.31,,3.8,8,701
3-31-2021,PM,CM,7.28,,3.7,7.8,701
3-28-2021,PM,CM,6.5,,3.9,7.9,702
3-29-2021,PM,CM,6.8,,3.7,7.8,702
3-30-2021,PM,CM,9.22,,3.8,7.9,702
3-28-2021,PM,CM,8.64,,3.7,8,702
3-29-2021,PM,CM,7.96,,3.9,7.9,702
3-28-2021,PM,CM,13.11,,3.7,7.8,702
3-29-2021,PM,CM,12.14,,3.6,7.8,702
3-31-2021,PM,CM,3.79,,3.8,8,705
3-28-2021,PM,CM,2.91,,4,8.1,705
3-29-2021,PM,CM,3.59,,3.8,7.9,705
3-30-2021,PM,CM,3.5,,3.9,8,705
3-31-2021,PM,CM,43.59,,3.5,7.6,705
3-28-2021,PM,CM,48.64,,3.6,7.6,705
3-29-2021,PM,CM,43.4,,3.5,7.5,705
3-30-2021,PM,CM,40.68,,3.5,7.6,706
3-29-2021,PM,CM,21.36,,3.8,8,706
3-30-2021,PM,CM,13.4,,3.8,8,706
3-31-2021,PM,CM,19.13,,3.8,8,706
3-28-2021,PM,CM,24.27,,3.8,8,706
3-31-2021,PM,CM,10,,3.8,8.1,706
3-28-2021,PM,CM,11.65,,3.8,8.1,706
3-29-2021,PM,CM,9.03,,3.8,8.1,708
3-30-2021,PM,CM,10.1,,3.8,8.1,708
3-30-2021,PM,CM,34.47,,3.8,8,708
3-31-2021,PM,CM,44.08,,3.8,8,708
3-28-2021,PM,CM,43.98,,3.8,8.2,708
3-29-2021,PM,CM,43.01,,3.8,8,708
3-31-2021,PM,CM,12.62,,3.8,8,708
3-28-2021,PM,CM,11.65,,3.8,8,714
3-29-2021,PM,CM,12.72,,3.8,8,714
3-30-2021,PM,CM,7.48,,3.8,8,714
3-31-2021,PM,CM,24.56,,3.8,8.1,714
3-28-2021,PM,CM,28.25,,3.8,8.1,714
3-29-2021,PM,CM,23.4,,3.8,8.1,714
3-30-2021,PM,CM,20.29,,3.8,8.1,715
3-31-2021,PM,CM,51.46,,3.8,8.1,715
3-28-2021,PM,CM,38.93,,3.8,8.2,715
3-29-2021,PM,CM,49.51,,3.8,8.1,715
3-30-2021,PM,CM,53.69,,3.8,8.1,715
3-31-2021,PM,CM,18.93,,3.8,8,715
3-28-2021,PM,CM,18.93,,3.8,8,715
3-29-2021,PM,CM,16.12,,3.8,8,716
3-30-2021,PM,CM,21.26,,3.8,8,716
3-28-2021,PM,CM,24.17,,3.8,8.1,716
3-29-2021,PM,CM,16.21,,3.8,7.9,716
3-30-2021,PM,CM,16.89,,3.8,8,716
3-31-2021,PM,CM,14.08,,3.8,8,716
3-30-2021,PM,CM,4.08,,3.8,8.1,716
3-31-2021,PM,CM,4.66,,3.8,8.1,719
3-28-2021,PM,CM,3.3,,3.8,8.2,719
3-29-2021,PM,CM,3.3,,3.8,8.1,719
3-31-2021,PM,CM,11.84,,3.8,8,719
3-28-2021,PM,CM,10.97,,3.8,8,719
3-29-2021,PM,CM,11.65,,3.8,7.9,719
3-30-2021,PM,CM,12.33,,3.8,8,719
3-31-2021,PM,CM,6.7,,3.8,7.7,721
3-28-2021,PM,CM,7.48,,3.8,7.8,721
3-29-2021,PM,CM,6.21,,3.8,7.8,721
3-30-2021,PM,CM,6.5,,3.8,7.8,721
3-30-2021,PM,CM,19.71,,3.8,8.1,721
3-31-2021,PM,CM,18.93,,3.8,8.1,721
3-28-2021,PM,CM,22.23,,3.8,8,721
3-29-2021,PM,CM,18.25,,3.8,8.1,722
3-30-2021,PM,CM,40.1,,3.8,8.1,722
3-31-2021,PM,CM,40.78,,3.8,8.2,722
3-28-2021,PM,CM,32.04,,3.8,8.2,722
3-29-2021,PM,CM,40.29,,3.8,8.1,722
3-28-2021,PM,CM,118.54,,3.8,8.2,722
3-29-2021,PM,CM,38.74,,3.8,8.2,722
3-30-2021,PM,CM,40.1,,3.8,8.1,723
3-31-2021,PM,CM,40.49,,3.8,8.1,723
3-31-2021,PM,CM,85.63,,3.8,8.1,723
3-28-2021,PM,CM,113.11,,3.8,8.2,723
3-29-2021,PM,CM,92.33,,3.8,8.2,723
3-30-2021,PM,CM,78.64,,3.8,8.2,723
3-30-2021,PM,CM,110,,3.8,7.9,723
3-31-2021,PM,CM,114.47,,3.8,8,724
3-28-2021,PM,CM,116.21,,3.8,7.9,724
3-29-2021,PM,CM,87.18,,3.8,8,724
3-28-2021,PM,CM,1.94,,3.8,8,724
3-29-2021,PM,CM,2.04,,3.8,8,724
3-30-2021,PM,CM,2.14,,3.8,8.1,724
3-31-2021,PM,CM,2.04,,3.8,8,724
03-08-2021,PM,CM,111.46,,4,8,725
03-09-2021,PM,CM,46.41,,4,8,725
03-10-2021,PM,CM,113.79,,3.9,8,725
03-07-2021,PM,CM,98.54,,3.7,7.9,725
03-08-2021,PM,CM,1.75,,4.2,8.2,725
03-10-2021,PM,CM,1.94,,4.1,8.2,725
03-12-2021,PM,CM,1.94,,4,8,725
03-10-2021,PM,CM,38.64,,4.1,8.4,726
03-11-2021,PM,CM,38.06,,4.4,8.5,726
03-12-2021,PM,CM,103.4,,4.3,8.4,726
03-07-2021,PM,CM,39.81,,4.4,8.3,726
03-08-2021,PM,CM,35.63,,4.2,8.2,726
03-09-2021,PM,CM,41.75,,4.2,8.3,726
03-12-2021,PM,CM,39.32,,4.3,8.3,726
03-11-2021,PM,CM,105.63,,4.2,8,801
03-12-2021,PM,CM,104.56,,4.2,8.1,801
03-10-2021,PM,CM,91.55,,4.2,8.3,801
03-11-2021,PM,CM,116.89,,4.2,8.3,801
03-12-2021,PM,CM,103.01,,4.3,8.3,801
03-07-2021,PM,CM,111.94,,4.3,8.4,801
03-08-2021,PM,CM,103.79,,4.2,8.3,802
03-09-2021,PM,CM,112.72,,4.4,8.5,802
03-10-2021,PM,CM,5.92,,3.5,8,802
03-11-2021,PM,CM,6.6,,3.6,8,802
03-12-2021,PM,CM,5.44,,3.8,8,802
03-07-2021,PM,CM,6.6,,3.6,8,802
03-08-2021,PM,CM,6.6,,4.1,8.1,802
03-09-2021,PM,CM,6.41,,3.9,8.1,931
03-10-2021,PM,CM,10.87,,4,8.1,931
03-11-2021,PM,CM,10.68,,3.8,8.1,931
03-12-2021,PM,CM,10.68,,3.8,8,931
03-07-2021,PM,CM,11.65,,3.6,8,931
03-08-2021,PM,CM,11.65,,4,8,931
03-09-2021,PM,CM,10.68,,3.9,8,931
03-10-2021,PM,CM,5.92,,4,8.2,933
03-12-2021,PM,CM,10.49,,3.9,8.1,933
03-07-2021,PM,CM,8.74,,4.1,8.2,933
03-08-2021,PM,CM,11.46,,4.1,8.1,933
03-09-2021,PM,CM,13.2,,4.1,8.2,933
03-12-2021,PM,CM,6.99,,4.2,8.3,933
13-03-2021,PM,CM,5.53,,4.1,8.2,933
03-07-2021,PM,CM,5.83,,4.2,8.3,102
03-08-2021,PM,CM,6.99,,4.1,8.3,102
03-09-2021,PM,CM,6.02,,4.1,8.2,102
03-10-2021,PM,CM,4.85,,4.3,8.3,102
03-11-2021,PM,CM,8.16,,4,8,103
03-10-2021,PM,CM,15.92,,4.1,8.3,103
03-11-2021,PM,CM,20.68,,4.2,8.5,103
03-12-2021,PM,CM,21.84,,4.4,8.5,103
03-07-2021,PM,CM,16.5,,4.1,8.2,105
03-08-2021,PM,CM,15.53,,4.2,8.3,105
03-09-2021,PM,CM,18.16,,4.2,8.1,105
03-10-2021,PM,CM,45.63,,4.3,8.4,105
03-11-2021,PM,CM,36.7,,4.1,8.4,107
03-12-2021,PM,CM,38.64,,4.2,8.4,107
03-07-2021,PM,CM,42.04,,4,8.3,107
03-08-2021,PM,CM,43.98,,4.1,8.3,107
03-09-2021,PM,CM,41.26,,4,8.1,501
03-10-2021,PM,CM,26.21,,4.3,8.4,501
03-11-2021,PM,CM,4.85,,4.2,8.4,501
03-12-2021,PM,CM,21.36,,4.2,8.3,501
03-07-2021,PM,CM,26.8,,4.1,8.3,502
03-08-2021,PM,CM,23.69,,4.2,8.3,502
03-09-2021,PM,CM,30.1,,4.2,8.3,502
03-11-2021,PM,CM,10.39,,4.1,8.3,502
03-12-2021,PM,CM,10.19,,4.2,8.2,503
03-09-2021,PM,CM,7.96,,4,8.2,503
03-10-2021,PM,CM,8.35,,4.2,8.2,503
03-07-2021,PM,CM,8.45,,4,8.3,503
03-08-2021,PM,CM,10,,4,8.2,504
13-03-2021,PM,CM,55.53,,4,8,504
03-10-2021,PM,CM,43.3,,4,8.2,504
03-11-2021,PM,CM,57.18,,4,8.1,504
03-12-2021,PM,CM,55.15,,4.1,8,505
03-07-2021,PM,CM,40.39,,4,8.2,505
03-08-2021,PM,CM,56.41,,4.2,8.2,505
03-09-2021,PM,CM,52.23,,4.2,8.1,505
03-03-2021,PM,CM,16.31,,4.4,8.4,506
03-10-2021,PM,CM,22.04,,4,8.1,506
03-11-2021,PM,CM,19.42,,4.3,8.3,506
03-12-2021,PM,CM,17.96,,4.3,8.3,701
03-07-2021,PM,CM,19.42,,4.1,8.2,701
03-08-2021,PM,CM,20.39,,4.3,8.3,701
03-09-2021,PM,CM,21.65,,4.2,8.2,701
03-09-2021,PM,CM,19.13,,3.9,8,702
03-10-2021,PM,CM,23.88,,3.9,8,702
03-11-2021,PM,CM,15.05,,3.9,8.2,702
03-07-2021,PM,CM,17.28,,3.9,8,702
03-08-2021,PM,CM,16.7,,4,8,704
03-10-2021,AM,CM,54.47,,4.1,8.1,704
03-11-2021,AM,CM,59.22,,4,8.1,704
03-12-2021,AM,CM,53.2,,4.1,8.2,704
03-07-2021,AM,CM,52.04,,4,8.1,705
03-08-2021,AM,CM,51.36,,4,8,705
03-09-2021,AM,CM,51.26,,4.1,8.1,705
03-10-2021,AM,CM,21.07,,4.3,8.3,708
03-11-2021,AM,CM,19.71,,4.2,8.2,708
03-12-2021,AM,CM,8.35,,4.1,8.2,708
03-07-2021,AM,CM,19.61,,4,8.1,708
03-08-2021,AM,CM,14.56,,4,8.2,714
03-09-2021,AM,CM,19.61,,4.2,8.3,714
03-10-2021,AM,CM,31.07,,4.3,8.4,714
03-11-2021,AM,CM,19.42,,4.2,8.3,714
03-12-2021,AM,CM,17.57,,4.2,8.5,715
03-07-2021,AM,CM,21.07,,4.3,8.4,715
03-08-2021,AM,CM,24.85,,4.2,8.4,715
03-09-2021,AM,CM,20.39,,4.3,8.4,715
03-10-2021,AM,CM,60.19,,4,8.4,716
03-11-2021,AM,CM,53.69,,4.3,8.4,716
03-12-2021,AM,CM,54.56,,4.4,8.5,716
03-07-2021,AM,CM,57.38,,4.3,8.4,716
03-08-2021,AM,CM,54.37,,4,8.3,719
03-09-2021,AM,CM,57.48,,4.2,8.4,719
03-10-2021,AM,CM,25.15,,4,8.2,719
03-11-2021,AM,CM,24.56,,4.3,8.3,719
03-12-2021,AM,CM,28.64,,4.3,8.4,722
03-07-2021,AM,CM,20.68,,4.1,8.1,723
03-08-2021,AM,CM,29.81,,4.1,8.3,723
03-09-2021,AM,CM,24.76,,4.1,8.1,723
03-10-2021,AM,CM,31.17,,4.1,8.3,723
03-11-2021,AM,CM,22.43,,4.1,8.1,724
03-12-2021,AM,CM,30.58,,4.1,8.2,724
03-07-2021,AM,CM,40.68,,4,8.1,724
03-08-2021,AM,CM,38.06,,4.1,8.2,724
03-09-2021,AM,CM,22.04,,4.1,8.2,725
03-12-2021,AM,CM,6.7,,4.3,8.3,725
03-10-2021,AM,CM,10.58,,4,8.1,725
03-11-2021,AM,CM,11.94,,3.8,8.2,725
03-12-2021,AM,CM,12.14,,4,8.2,726
03-07-2021,AM,CM,12.23,,3.9,8.2,726
03-08-2021,AM,CM,12.33,,3.7,8.1,726
03-09-2021,AM,CM,10.78,,4,8.1,726
03-10-2021,AM,CM,7.28,,3.6,7.9,801
03-11-2021,AM,CM,7.77,,3.6,8,801
03-12-2021,AM,CM,7.28,,3.7,8.1,801
03-07-2021,AM,CM,8.06,,4,8.1,801
03-08-2021,AM,CM,7.18,,3,7.8,802
03-09-2021,AM,CM,7.38,,3.8,8,802
03-10-2021,AM,CM,228.06,,4.1,8.4,802
03-11-2021,AM,CM,229.9,,4.3,8.4,802
03-12-2021,AM,CM,205.73,,4.3,8.4,931
03-07-2021,AM,CM,156.8,,4.4,8.2,931
03-08-2021,AM,CM,187.96,,4.3,8.4,931
03-09-2021,AM,CM,154.47,,4.3,8.4,931
03-10-2021,AM,CM,81.17,,4.2,8.2,102
03-11-2021,AM,CM,96.41,,4.3,8.5,102
03-12-2021,AM,CM,68.54,,4.3,8.4,102
03-07-2021,AM,CM,100.1,,4.1,8.3,102
03-08-2021,AM,CM,98.35,,4.1,8.3,103
03-09-2021,AM,CM,86.12,,4.1,8.3,103
03-11-2021,AM,CM,40,,4.2,8.3,103
03-12-2021,AM,CM,40.1,,4.2,8.4,103
03-07-2021,AM,CM,7.48,,4,8,105
03-09-2021,AM,CM,4.37,,4.2,8.2,105
03-11-2021,AM,CM,9.51,,3.7,8.1,105
03-12-2021,AM,CM,5.73,,4,8,105
03-08-2021,AM,CM,14.85,,4.1,8.2,501
03-09-2021,AM,CM,6.99,,4,8,501
03-10-2021,AM,CM,22.23,,4,8,501
03-07-2021,AM,CM,15.05,,4,8,501
03-07-2021,AM,CM,3.98,,3.9,8.1,502
03-09-2021,AM,CM,1.84,,4.1,8.2,502
03-11-2021,AM,CM,1.84,,4,8.1,502
03-10-2021,PM,CM,268.64,,4.2,8.5,502
03-11-2021,PM,CM,189.51,,4.2,8.4,503
03-12-2021,PM,CM,259.13,,4.2,8.4,503
03-07-2021,PM,CM,288.83,,4.3,8.6,503
03-08-2021,PM,CM,252.14,,4.4,8.5,503
03-09-2021,PM,CM,278.25,,4.3,8.5,504
03-10-2021,PM,CM,268.83,,4.3,8.5,504
03-11-2021,PM,CM,179.42,,4.3,8.4,504
03-12-2021,PM,CM,187.57,,4.2,8.3,504
03-07-2021,PM,CM,199.61,,4.3,8.6,505
03-08-2021,PM,CM,239.81,,4.4,8.5,505
03-09-2021,PM,CM,200.87,,4.4,8.5,505
03-10-2021,PM,CM,23.11,,4,8.1,506
03-12-2021,PM,CM,22.52,,4,8.1,506
03-10-2021,PM,CM,31.65,,3.9,8.2,701
03-12-2021,PM,CM,36.02,,4.3,8.3,701
03-12-2021,PM,CM,13.69,,4.1,8.4,701
03-09-2021,PM,CM,12.62,,4.1,8.1,701
03-10-2021,PM,CM,10,,4,8.3,702
03-11-2021,PM,CM,11.75,,4.3,8.4,702
03-07-2021,PM,CM,14.56,,4.2,8.3,702
03-08-2021,PM,CM,15.92,,4,8.1,702
03-11-2021,PM,CM,35.63,,4,8.4,705
03-12-2021,PM,CM,32.72,,4,8,705
03-09-2021,PM,CM,36.21,,4,8.2,705
03-10-2021,PM,CM,34.56,,4.2,8.3,705
03-07-2021,PM,CM,32.04,,4,8.4,706
03-08-2021,PM,CM,38.64,,4.1,8.4,706
03-10-2021,PM,CM,5.34,,4.1,8.2,706
03-07-2021,PM,CM,94.37,,4.2,8.3,706
03-11-2021,PM,CM,52.14,,4,8.1,708
03-08-2021,PM,CM,96.6,,4.4,8.5,708
03-09-2021,PM,CM,75.83,,4.3,8.5,708
03-10-2021,PM,CM,3.88,,4,8,708
03-11-2021,PM,CM,3.69,,4,8.2,714
03-12-2021,PM,CM,4.17,,4,8.1,714
03-07-2021,PM,CM,5.34,,3.7,8.1,714
03-08-2021,PM,CM,4.56,,4,8.2,714
03-09-2021,PM,CM,4.08,,4,8,715
03-10-2021,PM,CM,38.83,,3.4,7.6,715
03-11-2021,PM,CM,43.69,,3.6,7.8,715
03-12-2021,PM,CM,45.15,,3.5,7.5,715
03-07-2021,PM,CM,43.88,,3.5,7.6,716
03-08-2021,PM,CM,43.79,,3.8,8,716
03-09-2021,PM,CM,45.44,,3.7,7.8,716
03-12-2021,PM,CM,20.78,,3.9,8.3,716
3-13-2021,AM,CM,283.11,,4.3,8.3,719
3-13-2021,AM,CM,293.4,,4.2,8.3,719
3-13-2021,AM,CM,281.07,,4.2,8.5,719
3-13-2021,AM,CM,9.9,,4,8.2,719
3-13-2021,AM,CM,37.96,,4.1,8.2,721
3-13-2021,AM,CM,37.67,,4.1,8.1,721
3-13-2021,AM,CM,23.3,,4.1,8.3,721
3-13-2021,AM,CM,23.3,,4,8.1,721
3-13-2021,AM,CM,8.16,,4.2,8.2,722
3-13-2021,AM,CM,4.37,,4,8.1,722
3-13-2021,AM,CM,65.83,,3.6,7.7,722
3-13-2021,AM,CM,9.9,,4.1,8.3,722
3-13-2021,AM,CM,56.5,,4,8.2,723
3-13-2021,AM,CM,17.48,,4.2,8.3,723
3-13-2021,AM,CM,19.61,,4.2,8.4,723
3-13-2021,AM,CM,61.07,,4.1,8.3,723
3-13-2021,AM,CM,29.22,,4,8.2,724
3-13-2021,AM,CM,34.66,,4.1,8.1,724
3-13-2021,AM,CM,11.36,,4,8.1,724
3-13-2021,AM,CM,6.89,,3.8,8,724
3-13-2021,AM,CM,148.74,,4.3,8.4,725
3-13-2021,AM,CM,105.73,,4.3,8.5,725
3-13-2021,AM,CM,2.52,,4.1,8.1,725
3-13-2021,AM,CM,29.9,,4.2,8.3,725
3-13-2021,PM,CM,287.09,,4.4,8.3,726
3-13-2021,PM,CM,249.22,,4.3,8.5,726
3-13-2021,PM,CM,26.89,,4.3,8.4,726
3-13-2021,PM,CM,33.01,,4,8,726
3-13-2021,PM,CM,15.15,,4,8.2,801
3-13-2021,PM,CM,34.66,,4.2,8.2,801
3-13-2021,PM,CM,7.57,,4.2,8.2,801
3-13-2021,PM,CM,3.5,,4,8.1,801
3-13-2021,PM,CM,41.46,,3.7,7.6,802
3-13-2021,PM,CM,18.74,,3.8,8.2,802
3-13-2021,PM,CM,10.19,,4.1,8.2,802
3-13-2021,PM,CM,26.02,,4.3,8.4,802
3-13-2021,PM,CM,46.31,,4.4,8.4,931
3-13-2021,PM,CM,22.04,,4,8,931
3-13-2021,PM,CM,17.18,,3.9,8.2,931
3-13-2021,PM,CM,11.17,,3.9,8,931
3-13-2021,PM,CM,6.12,,3.7,7.9,933
3-13-2021,PM,CM,150,,4.2,8.3,933
3-13-2021,PM,CM,86.12,,4.3,8.4,933
3-13-2021,PM,CM,104.95,,4.2,8.3,933